departement;id;nom;population;longitude;latitude
27;boissey-le-chatel;BOISSEY-LE-CHATEL;879;0.783333;49.2667
27;val-david;LE VAL-DAVID;761;1.25;48.9833
27;val-de-reuil;VAL-DE-REUIL;13380;1.21028;49.2745
27;berthenonville;BERTHENONVILLE;232;1.66667;49.1833
27;fontaine-la-louvet;FONTAINE-LA-LOUVET;301;0.45;49.1667
27;haye-saint-sylvestre;LA HAYE-SAINT-SYLVESTRE;253;0.616667;48.9167
27;thuit-hebert;THUIT-HEBERT;314;0.833333;49.3167
27;saint-elier;SAINT-ELIER;438;0.966667;48.9833
27;piseux;PISEUX;653;0.983333;48.7667
27;crestot;CRESTOT;422;0.966667;49.2
27;torpt;LE TORPT;334;0.366667;49.3333
27;duranville;DURANVILLE;162;0.509722;49.1487
27;acon;ACON;473;1.1;48.7667
27;prey-27;PREY;907;1.21667;48.9667
27;aulnay-sur-iton;AULNAY-SUR-ITON;738;1.05;49
27;champenard;CHAMPENARD;219;1.33333;49.1
27;chavigny-bailleul;CHAVIGNY-BAILLEUL;537;1.2;48.8833
27;romilly-sur-andelle;ROMILLY-SUR-ANDELLE;2861;1.26667;49.3333
27;gaudreville-la-riviere;GAUDREVILLE-LA-RIVIERE;245;1.01667;48.9833
27;pinterville;PINTERVILLE;775;1.18333;49.2
27;foret-du-parc;LA FORET-DU-PARC;506;1.25;48.925
27;bosc-renoult-en-roumois;BOSC-RENOULT-EN-ROUMOIS;427;0.776111;49.2945
27;mouettes;MOUETTES;716;1.36667;48.9
27;feuguerolles;FEUGUEROLLES;182;1.03333;49.1333
27;carsix;CARSIX;245;0.666667;49.1333
27;emalleville;EMALLEVILLE;531;1.16667;49.1
27;cauge;CAUGE;831;1.03333;49.0167
27;marcilly-sur-eure;MARCILLY-SUR-EURE;1556;1.35;48.8167
27;saint-sebastien-de-morsent;SAINT-SEBASTIEN-DE-MORSENT;4882;1.08333;49.0167
27;rosay-sur-lieure;ROSAY-SUR-LIEURE;561;1.43333;49.3667
27;manthelon;MANTHELON;308;1.05;48.9167
27;bois-normand-pres-lyre;BOIS-NORMAND-PRES-LYRE;365;0.7;48.9
27;saint-martin-la-campagne;SAINT-MARTIN-LA-CAMPAGNE;103;1.06667;49.0667
27;epreville-pres-le-neubourg;EPREVILLE-PRES-LE-NEUBOURG;498;0.880278;49.1359
27;sassey;SASSEY;171;1.21667;49.05
27;landepereuse;LANDEPEREUSE;349;0.633333;49
27;gamaches-en-vexin;GAMACHES-EN-VEXIN;321;1.61667;49.2667
27;breux-sur-avre;BREUX-SUR-AVRE;360;1.08333;48.7667
27;saint-germain-des-angles;SAINT-GERMAIN-DES-ANGLES;208;1.15;49.0833
27;saint-julien-de-la-liegue;SAINT-JULIEN-DE-LA-LIEGUE;461;1.3;49.1333
27;saint-maclou;SAINT-MACLOU;563;0.416667;49.3667
27;fouqueville;FOUQUEVILLE;456;0.95;49.2167
27;toutainville;TOUTAINVILLE;1250;0.466667;49.3667
27;houssaye;LA HOUSSAYE;218;0.8;48.9833
27;hebecourt-27;HEBECOURT;596;1.71667;49.35
27;garennes-sur-eure;GARENNES-SUR-EURE;1821;1.43333;48.9167
27;saint-amand-des-hautes-terres;SAINT-AMAND-DES-HAUTES-TERRES;282;0.933333;49.2333
27;fauville;FAUVILLE;313;1.2;49.0333
27;sainte-genevieve-les-gasny;SAINTE-GENEVIEVE-LES-GASNY;652;1.58333;49.0833
27;chesne-27;LE CHESNE;554;0.95;48.8833
27;thevray;THEVRAY;292;0.733333;48.9833
27;mesnil-rousset;MESNIL-ROUSSET;110;0.566667;48.9
27;illeville-sur-montfort;ILLEVILLE-SUR-MONTFORT;881;0.733333;49.3333
27;bueil;BUEIL;1473;1.45;48.9333
27;saint-andre-de-l-eure;SAINT-ANDRE-DE-L'EURE;3481;1.28333;48.9
27;mainneville;MAINNEVILLE;444;1.68333;49.3667
27;ecaquelon;ECAQUELON;518;0.716667;49.2833
27;tourville-la-campagne;TOURVILLE-LA-CAMPAGNE;947;0.9;49.2333
27;chennebrun;CHENNEBRUN;140;0.7835;48.6794
27;boissy-lamberville;BOISSY-LAMBERVILLE;289;0.583333;49.1667
27;vaux-sur-eure;VAUX-SUR-EURE;262;1.35;49.05
27;avrilly-27;AVRILLY;442;1.15;48.9333
27;panilleuse;PANILLEUSE;458;1.5;49.15
27;amfreville-la-campagne;AMFREVILLE-LA-CAMPAGNE;896;0.95;49.2167
27;vatteville;VATTEVILLE;195;1.28333;49.2833
27;chapelle-du-bois-des-faulx;LA CHAPELLE-DU-BOIS-DES-FAULX;517;1.16667;49.1123
27;lorleau;LORLEAU;142;1.5;49.4167
27;sacquenville;SACQUENVILLE;1077;1.06667;49.0833
27;fleury-la-foret;FLEURY-LA-FORET;281;1.55;49.4167
27;giverny;GIVERNY;500;1.53333;49.0667
27;saint-etienne-l-allier;SAINT-ETIENNE-L'ALLIER;513;0.55;49.2667
27;menesqueville;MENESQUEVILLE;432;1.41083;49.3628
27;moisville;MOISVILLE;175;1.16667;48.85
27;saussaye;LA SAUSSAYE;1909;0.983333;49.2667
27;saint-victor-d-epine;SAINT-VICTOR-D'EPINE;318;0.6;49.2167
27;croisille-27;LA CROISILLE;431;0.983333;48.9667
27;guitry;GUITRY;278;1.55;49.2167
27;saint-beno?Æt-des-ombres;SAINT-BENOIT-DES-OMBRES;122;0.633333;49.2333
27;morainville-jouveaux;MORAINVILLE-JOUVEAUX;380;0.445556;49.222
27;tourneville;TOURNEVILLE;346;1.11667;49.1
27;dampsmesnil;DAMPSMESNIL;200;1.63333;49.1667
27;saint-pierre-d-autils;SAINT-PIERRE-D'AUTILS;993;1.43333;49.1167
27;couture-boussey;LA COUTURE-BOUSSEY;2232;1.4;48.9
27;saint-aquilin-de-pacy;SAINT-AQUILIN-DE-PACY;561;1.36667;49.0167
27;miserey;MISEREY;537;1.26667;49.0167
27;trinite-de-reville;LA TRINITE-DE-REVILLE;259;0.516667;48.9667
27;juignettes;JUIGNETTES;239;0.666667;48.85
27;berville-la-campagne;BERVILLE-LA-CAMPAGNE;160;0.9;49.0333
27;saint-pierre-du-mesnil;SAINT-PIERRE-DU-MESNIL;110;0.583333;48.9333
27;saint-cyr-la-campagne;SAINT-CYR-LA-CAMPAGNE;414;1.01667;49.25
27;breuilpont;BREUILPONT;1193;1.43333;48.9667
27;sainte-opportune-la-mare;SAINTE-OPPORTUNE-LA-MARE;442;0.533333;49.4167
27;beaumesnil-27;BEAUMESNIL;572;0.716667;49.0167
27;touville;TOUVILLE;144;0.759167;49.3034
27;marais-vernier;MARAIS-VERNIER;494;0.45;49.4167
27;sacq;LE SACQ;316;1.06667;48.9
27;calleville;CALLEVILLE;664;0.766667;49.2
27;saint-mards-de-blacarville;SAINT-MARDS-DE-BLACARVILLE;780;0.516667;49.3667
27;noyer-en-ouche;LE NOYER-EN-OUCHE;196;0.766667;49
27;mouflaines;MOUFLAINES;155;1.55;49.25
27;gouttieres-27;GOUTTIERES;197;0.75;49.0167
27;saint-eloi-de-fourques;SAINT-ELOI-DE-FOURQUES;463;0.8;49.2333
27;jonquerets-de-livet;JONQUERETS-DE-LIVET;287;0.616667;49.0167
27;saint-ouen-du-tilleul;SAINT-OUEN-DU-TILLEUL;1563;0.95;49.2833
27;epinay;EPINAY;325;0.641944;48.9812
27;saint-pierre-des-ifs-27;SAINT-PIERRE-DES-IFS;274;0.633333;49.2667
27;tocqueville-27;TOCQUEVILLE;130;0.616667;49.4
27;bretagnolles;BRETAGNOLLES;184;1.3525;48.9517
27;saint-ouen-des-champs;SAINT-OUEN-DES-CHAMPS;293;0.55;49.3833
27;gaillardbois-cressenville;GAILLARDBOIS-CRESSENVILLE;415;1.4;49.3333
27;lilly;LILLY;71;1.56667;49.4
27;damps;LES DAMPS;1264;1.18333;49.3
27;notre-dame-d-epine;NOTRE-DAME-D'EPINE;74;0.6;49.2
27;gaillon;GAILLON;7271;1.33333;49.1667
27;mousseaux-neuville;MOUSSEAUX-NEUVILLE;669;1.35;48.9
27;saint-just-27;SAINT-JUST;1344;1.45;49.1167
27;corny;CORNY;347;1.46667;49.2833
27;connelles;CONNELLES;204;1.26667;49.25
27;chambord-27;CHAMBORD;167;0.616667;48.9
27;preaux-27;LES PREAUX;428;0.466667;49.3167
27;bouquetot;BOUQUETOT;1041;0.783333;49.3667
27;authou;AUTHOU;355;0.7;49.2333
27;conde-sur-risle;CONDE-SUR-RISLE;553;0.616667;49.3167
27;capelle-les-grands;CAPELLE-LES-GRANDS;408;0.474167;49.0462
27;saint-jean-de-la-lequeraye;SAINT-JEAN-DE-LA-LEQUERAYE;52;0.562778;49.2239
27;saint-vincent-des-bois;SAINT-VINCENT-DES-BOIS;318;1.4;49.0667
27;pyle;LA PYLE;159;0.9;49.2
27;tronquay-27;LE TRONQUAY;490;1.47861;49.4262
27;folleville-27;FOLLEVILLE;197;0.5;49.15
27;merey;MEREY;332;1.4;48.9667
27;graveron-semerville;GRAVERON-SEMERVILLE;291;0.983333;49.1
27;berville-en-roumois;BERVILLE-EN-ROUMOIS;760;0.833333;49.3
27;bottereaux;LES BOTTEREAUX;328;0.666667;48.8833
27;ecquetot;ECQUETOT;350;1.01667;49.1667
27;roman;ROMAN;280;1.05;48.85
27;francheville-27;FRANCHEVILLE;1254;0.85;48.7833
27;saint-germain-village;SAINT-GERMAIN-VILLAGE;1554;0.5;49.35
27;baux-sainte-croix;LES BAUX-SAINTE-CROIX;912;1.1;48.9667
27;bourgtheroulde-infreville;BOURGTHEROULDE-INFREVILLE;2852;0.883333;49.3
27;neuilly-27;NEUILLY;145;1.41667;48.9333
27;villers-en-vexin;VILLERS-EN-VEXIN;279;1.6;49.25
27;saint-georges-du-vievre;SAINT-GEORGES-DU-VIEVRE;737;0.583333;49.25
27;cierrey;CIERREY;657;1.26667;49
27;fontaine-bellenger;FONTAINE-BELLENGER;1048;1.26667;49.1833
27;sainte-marguerite-en-ouche;SAINTE-MARGUERITE-EN-OUCHE;133;0.65;49.0167
27;fontaine-l-abbe;FONTAINE-L'ABBE;598;0.7;49.0833
27;bonneville-sur-iton;LA BONNEVILLE-SUR-ITON;2301;1.03583;48.9928
27;fontenay-27;FONTENAY;325;1.56972;49.2092
27;verneusses;VERNEUSSES;206;0.45;48.9167
27;aubevoye;AUBEVOYE;4794;1.33333;49.15
27;marcilly-la-campagne;MARCILLY-LA-CAMPAGNE;1023;1.21667;48.8333
27;morsan;MORSAN;122;0.583333;49.1833
27;nonancourt;NONANCOURT;2247;1.2;48.7667
27;sainte-opportune-du-bosc;SAINTE-OPPORTUNE-DU-BOSC;657;0.837222;49.1609
27;hogues;LES HOGUES;652;1.4;49.4333
27;trinite-de-thouberville;LA TRINITE-DE-THOUBERVILLE;456;0.878333;49.3601
27;puchay;PUCHAY;562;1.53333;49.35
27;triqueville;TRIQUEVILLE;321;0.440833;49.3364
27;rougemontiers;ROUGEMONTIERS;920;0.725;49.3583
27;haye-de-calleville;LA HAYE-DE-CALLEVILLE;305;0.783333;49.1833
27;perruel;PERRUEL;466;1.38333;49.4333
27;hondouville;HONDOUVILLE;771;1.11667;49.1333
27;cauverville-en-roumois;CAUVERVILLE-EN-ROUMOIS;213;0.65;49.35
27;favril-27;LE FAVRIL;170;0.531389;49.1828
27;bosc-benard-commin;BOSC-BENARD-COMMIN;313;0.833333;49.3167
27;bournainville-faverolles;BOURNAINVILLE-FAVEROLLES;405;0.488056;49.127
27;saint-philbert-sur-boissey;SAINT-PHILBERT-SUR-BOISSEY;168;0.784167;49.2548
27;saint-georges-motel;SAINT-GEORGES-MOTEL;955;1.36667;48.8
27;civieres;CIVIERES;219;1.58333;49.1667
27;harengere;LA HARENGERE;531;1;49.2333
27;barville-27;BARVILLE;76;0.478056;49.1573
27;ecardenville-sur-eure;ECARDENVILLE-SUR-EURE;531;1.26667;49.1
27;haye-de-routot;LA HAYE-DE-ROUTOT;271;0.733333;49.4
27;ecardenville-la-campagne;ECARDENVILLE-LA-CAMPAGNE;421;0.85;49.1167
27;bus-saint-remy;BUS-SAINT-REMY;331;1.61667;49.15
27;douains;DOUAINS;456;1.43333;49.0333
27;heuniere;LA HEUNIERE;252;1.41667;49.0667
27;ferriere-sur-risle;LA FERRIERE-SUR-RISLE;269;0.8;48.9833
27;sainte-marthe-27;SAINTE-MARTHE;449;0.883333;48.9667
27;amfreville-sur-iton;AMFREVILLE-SUR-ITON;772;1.15;49.15
27;fiquefleur-equainville;FIQUEFLEUR-EQUAINVILLE;645;0.316667;49.4167
27;hennezis;HENNEZIS;763;1.46667;49.1833
27;gadencourt;GADENCOURT;390;1.4;48.9833
27;bacquepuis;BACQUEPUIS;324;1.05;49.0833
27;cormier;LE CORMIER;391;1.30833;48.975
27;reuilly-27;REUILLY;580;1.21667;49.0667
27;chauvincourt-provemont;CHAUVINCOURT-PROVEMONT;340;1.63945;49.2781
27;bouquelon;BOUQUELON;406;0.483333;49.4
27;montfort-sur-risle;MONTFORT-SUR-RISLE;812;0.666667;49.3
27;saint-agnan-de-cernieres;SAINT-AGNAN-DE-CERNIERES;137;0.516667;48.9534
27;mesnil-sous-vienne;MESNIL-SOUS-VIENNE;129;1.66667;49.3833
27;autheuil-authouillet;AUTHEUIL-AUTHOUILLET;865;1.28;49.0967
27;bourg-achard;BOURG-ACHARD;3011;0.816667;49.35
27;irreville;IRREVILLE;438;1.21667;49.0833
27;morgny;MORGNY;567;1.58333;49.3833
27;ivry-la-bataille;IVRY-LA-BATAILLE;2556;1.46667;48.8833
27;alizay;ALIZAY;1410;1.18333;49.3167
27;faverolles-la-campagne;FAVEROLLES-LA-CAMPAGNE;142;0.933333;49.0167
27;roquette;LA ROQUETTE;227;1.33333;49.25
27;tilleul-lambert;LE TILLEUL-LAMBERT;209;0.95;49.0833
27;neubourg;LE NEUBOURG;4159;0.916667;49.15
27;epaignes;EPAIGNES;1371;0.45;49.2833
27;lieurey;LIEUREY;1399;0.483333;49.2333
27;tilleul-dame-agnes;TILLEUL-DAME-AGNES;217;0.883333;49
27;rouvray-27;ROUVRAY;278;1.33333;49.0667
27;epreville-en-roumois;EPREVILLE-EN-ROUMOIS;384;0.766667;49.3167
27;gournay-le-guerin;GOURNAY-LE-GUERIN;145;0.774722;48.7073
27;saint-germain-la-campagne;SAINT-GERMAIN-LA-CAMPAGNE;860;0.416667;49.05
27;surville-27;SURVILLE;927;1.1;49.2
27;cailly-sur-eure;CAILLY-SUR-EURE;228;1.21667;49.1167
27;pullay;PULLAY;386;0.883333;48.7333
27;berthouville;BERTHOUVILLE;290;0.633333;49.1833
27;cesseville;CESSEVILLE;441;0.983333;49.1833
27;pressagny-l-orgueilleux;PRESSAGNY-L'ORGUEILLEUX;712;1.44583;49.1323
27;tilleul-othon;LE TILLEUL-OTHON;381;0.783333;49.1167
27;saint-quentin-des-isles;SAINT-QUENTIN-DES-ISLES;238;0.583333;49.05
27;valletot;VALLETOT;341;0.616667;49.3667
27;gisay-la-coudre;GISAY-LA-COUDRE;234;0.626111;48.9503
27;ventes;LES VENTES;1037;1.08333;48.95
27;giverville;GIVERVILLE;321;0.566667;49.2
27;sainte-croix-sur-aizier;SAINTE-CROIX-SUR-AIZIER;261;0.633333;49.4167
27;piencourt;PIENCOURT;175;0.4;49.1667
27;guernanville;GUERNANVILLE;90;0.85;48.8833
27;fontaine-heudebourg;FONTAINE-HEUDEBOURG;714;1.21667;49.1333
27;notre-dame-du-hamel;NOTRE-DAME-DU-HAMEL;237;0.516667;48.8833
27;saint-victor-de-chretienville;SAINT-VICTOR-DE-CHRETIENVILLE;454;0.516944;49.0737
27;neuve-grange;LA NEUVE-GRANGE;325;1.55;49.3667
27;goulafriere;LA GOULAFRIERE;173;0.45;48.95
27;pont-saint-pierre;PONT-SAINT-PIERRE;1137;1.26667;49.3333
27;beaumontel;BEAUMONTEL;713;0.766667;49.0833
27;conde-sur-iton;CONDE-SUR-ITON;891;0.9625;48.8331
27;corneville-sur-risle;CORNEVILLE-SUR-RISLE;1248;0.616667;49.3333
27;beuzeville;BEUZEVILLE;4178;0.35;49.3333
27;foulbec;FOULBEC;554;0.416667;49.4
27;mesnil-verclives;MESNIL-VERCLIVES;274;1.46667;49.3167
27;saint-ouen-d-attez;SAINT-OUEN-D'ATTEZ;272;0.95;48.8
27;saint-denis-des-monts;SAINT-DENIS-DES-MONTS;219;0.816667;49.2667
27;rugles;RUGLES;2367;0.7;48.8167
27;criquebeuf-la-campagne;CRIQUEBEUF-LA-CAMPAGNE;249;1.01667;49.2
27;noe-poulain;LA NOE-POULAIN;211;0.516667;49.2667
27;boncourt-27;BONCOURT;172;1.3;49.0333
27;lery-27;LERY;2082;1.21667;49.2833
27;evreux;EVREUX;50537;1.15;49.0167
27;saint-philbert-sur-risle;SAINT-PHILBERT-SUR-RISLE;790;0.65;49.2833
27;vieil-evreux;LE VIEIL-EVREUX;727;1.23333;49
27;vironvay;VIRONVAY;307;1.21667;49.2
27;saint-denis-le-ferment;SAINT-DENIS-LE-FERMENT;505;1.71667;49.3333
27;boisney;BOISNEY;281;0.65;49.15
27;hauville;HAUVILLE;1281;0.766667;49.4
27;saint-ouen-de-pontcheuil;SAINT-OUEN-DE-PONTCHEUIL;97;0.95;49.2333
27;sancourt-27;SANCOURT;163;1.68333;49.35
27;freneuse-sur-risle;FRENEUSE-SUR-RISLE;343;0.666667;49.25
27;eturqueraye;ETURQUERAYE;282;0.7;49.3667
27;mesnil-jourdain;LE MESNIL-JOURDAIN;229;1.11667;49.1833
27;amfreville-les-champs-27;AMFREVILLE-LES-CHAMPS;446;1.31667;49.3167
27;fourmetot;FOURMETOT;632;0.566667;49.3833
27;quittebeuf;QUITTEBEUF;598;1.01667;49.1
27;serez;SEREZ;148;1.36389;48.9339
27;bernienville;BERNIENVILLE;274;1.03333;49.0833
27;saint-aubin-le-guichard;SAINT-AUBIN-LE-GUICHARD;293;0.7;49.0333
27;noyers-27;NOYERS;300;1.38333;49.2667
27;mesnil-sur-l-estree;MESNIL-SUR-L'ESTREE;976;1.3;48.7667
27;sainte-marguerite-de-l-autel;SAINTE-MARGUERITE-DE-L'AUTEL;530;0.866667;48.9
27;fontaine-sous-jouy;FONTAINE-SOUS-JOUY;775;1.3;49.0667
27;baux-de-breteuil;LES BAUX-DE-BRETEUIL;664;0.816667;48.8833
27;martagny;MARTAGNY;140;1.65945;49.3951
27;courdemanche-27;COURDEMANCHE;573;1.28333;48.8167
27;saint-victor-sur-avre;SAINT-VICTOR-SUR-AVRE;65;0.85;48.7
27;breteuil-27;BRETEUIL;3347;0.913889;48.8362
27;houlbec-cocherel;HOULBEC-COCHEREL;1354;1.36667;49.0667
27;courteilles;COURTEILLES;144;1.01667;48.7333
27;ajou;AJOU;257;0.783333;48.9833
27;vaudreuil;LE VAUDREUIL;3673;1.21667;49.25
27;doudeauville-en-vexin;DOUDEAUVILLE-EN-VEXIN;313;1.58945;49.3275
27;tourny;TOURNY;897;1.55;49.1833
27;cheronvilliers;CHERONVILLIERS;535;0.733333;48.7833
27;planquay;LE PLANQUAY;150;0.433333;49.1
27;corneuil;CORNEUIL;481;1.14167;48.8833
27;thuit-simer;LE THUIT-SIMER;417;0.916667;49.2667
27;saint-leger-de-rotes;SAINT-LEGER-DE-ROTES;409;0.65;49.1167
27;pont-authou;PONT-AUTHOU;714;0.7;49.25
27;montreuil-l-argille;MONTREUIL-L'ARGILLE;800;0.483333;48.9333
27;fours-en-vexin;FOURS-EN-VEXIN;188;1.6;49.1833
27;melicourt;MELICOURT;99;0.516667;48.9167
27;sainte-colombe-pres-vernon;SAINTE-COLOMBE-PRES-VERNON;308;1.33333;49.1
27;villalet;VILLALET;89;1.06667;48.9333
27;heudreville-sur-eure;HEUDREVILLE-SUR-EURE;1026;1.18333;49.15
27;trinite-27;LA TRINITE;104;1.23333;48.9917
27;saint-mards-de-fresne;SAINT-MARDS-DE-FRESNE;348;0.45;49.0667
27;broglie;BROGLIE;1099;0.533333;49.0167
27;saint-germain-de-fresney;SAINT-GERMAIN-DE-FRESNEY;208;1.28333;48.9667
27;ferrieres-haut-clocher;FERRIERES-HAUT-CLOCHER;1122;0.983333;49.0167
27;renneville-27;RENNEVILLE;220;1.31667;49.4
27;bonneville-aptot;BONNEVILLE-APTOT;225;0.766667;49.25
27;lisors;LISORS;353;1.46667;49.35
27;buis-sur-damville;BUIS-SUR-DAMVILLE;977;1.12167;48.8317
27;manoir-27;LE MANOIR;1195;1.2;49.3167
27;saint-martin-saint-firmin;SAINT-MARTIN-SAINT-FIRMIN;268;0.566667;49.2833
27;venon-27;VENON;320;1.05;49.1667
27;thierville;THIERVILLE;308;0.716667;49.2667
27;huest;HUEST;675;1.21667;49.0333
27;criquebeuf-sur-seine;CRIQUEBEUF-SUR-SEINE;1189;1.1;49.3
27;hardencourt-cocherel;HARDENCOURT-COCHEREL;283;1.31667;49.05
27;cuverville-27;CUVERVILLE;221;1.37195;49.2862
27;plessis-sainte-opportune;LE PLESSIS-SAINTE-OPPORTUNE;275;0.883333;49.0667
27;farceaux;FARCEAUX;292;1.53333;49.2833
27;emanville-27;EMANVILLE;569;0.916667;49.0667
27;heudreville-en-lieuvin;HEUDREVILLE-EN-LIEUVIN;105;0.5;49.2
27;gouville;GOUVILLE;523;1;48.85
27;guerny;GUERNY;172;1.68333;49.2167
27;bosc-roger-en-roumois;LE BOSC-ROGER-EN-ROUMOIS;3178;0.924167;49.2898
27;thuit-anger;LE THUIT-ANGER;638;0.966667;49.2667
27;bernouville;BERNOUVILLE;315;1.7;49.3
27;coudres;COUDRES;519;1.25;48.8667
27;heuqueville-27;HEUQUEVILLE;406;1.33333;49.2833
27;haye-du-theil;LA HAYE-DU-THEIL;267;0.883333;49.2333
27;vannecrocq;VANNECROCQ;134;0.433333;49.3
27;saint-georges-du-mesnil;SAINT-GEORGES-DU-MESNIL;112;0.55;49.2167
27;muids;MUIDS;861;1.3;49.2167
27;lyons-la-foret;LYONS-LA-FORET;752;1.46667;49.4
27;bretigny-27;BRETIGNY;168;0.675;49.2167
27;troncq;LE TRONCQ;155;0.916667;49.2
27;noards;NOARDS;59;0.516667;49.2167
27;saint-pierre-du-bosguerard;SAINT-PIERRE-DU-BOSGUERARD;1047;0.9;49.2667
27;portes-27;PORTES;265;0.95;49.0333
27;saint-pierre-des-fleurs;SAINT-PIERRE-DES-FLEURS;1306;0.966667;49.25
27;saint-aubin-des-hayes;SAINT-AUBIN-DES-HAYES;145;0.683333;49.0167
27;beaubray;BEAUBRAY;292;0.916667;48.9167
27;notre-dame-de-l-isle;NOTRE-DAME-DE-L'ISLE;677;1.43333;49.15
27;boulleville;BOULLEVILLE;1005;0.383333;49.3667
27;garencieres;GARENCIERES;554;1.26667;48.95
27;fleury-sur-andelle;FLEURY-SUR-ANDELLE;1876;1.35;49.3667
27;mesnil-hardray;LE MESNIL-HARDRAY;53;1;48.9333
27;saint-paul-de-fourques;SAINT-PAUL-DE-FOURQUES;287;0.8;49.2167
27;conches-en-ouche;CONCHES-EN-OUCHE;4993;0.933333;48.9667
27;gauville-la-campagne;GAUVILLE-LA-CAMPAGNE;502;1.08333;49.05
27;saint-laurent-du-tencement;SAINT-LAURENT-DU-TENCEMENT;51;0.466667;48.8833
27;douville-sur-andelle;DOUVILLE-SUR-ANDELLE;417;1.3;49.3333
27;saussay-la-campagne;SAUSSAY-LA-CAMPAGNE;456;1.51667;49.3167
27;thiberville;THIBERVILLE;1790;0.45;49.1333
27;tillieres-sur-avre;TILLIERES-SUR-AVRE;1151;1.06667;48.7667
27;illiers-l-eveque;ILLIERS-L'EVEQUE;991;1.26667;48.8167
27;droisy-27;DROISY;407;1.15;48.8
27;sebecourt;SEBECOURT;440;0.833333;48.9667
27;ambenay;AMBENAY;546;0.733333;48.8333
27;bosrobert;BOSROBERT;580;0.75;49.2333
27;verneuil-sur-avre;VERNEUIL-SUR-AVRE;6205;0.933333;48.7333
27;villettes-27;VILLETTES;177;1.05;49.15
27;chapelle-hareng;LA CHAPELLE-HARENG;85;0.416667;49.1167
27;crosville-la-vieille;CROSVILLE-LA-VIEILLE;569;0.933333;49.1667
27;granchain;GRANCHAIN;204;0.666667;49.0333
27;selles-27;SELLES;433;0.5;49.3
27;champ-dolent;CHAMP-DOLENT;54;1.01667;48.9667
27;poses;POSES;1156;1.25;49.3
27;villez-sous-bailleul;VILLEZ-SOUS-BAILLEUL;308;1.36667;49.1167
27;chaise-dieu-du-theil;CHAISE-DIEU-DU-THEIL;227;0.766667;48.7667
27;saint-aubin-le-vertueux;SAINT-AUBIN-LE-VERTUEUX;879;0.6;49.05
27;authevernes;AUTHEVERNES;359;1.63333;49.2167
27;saint-pierre-du-vauvray;SAINT-PIERRE-DU-VAUVRAY;1334;1.21667;49.2333
27;saint-meslin-du-bosc;SAINT-MESLIN-DU-BOSC;238;0.883333;49.2167
27;fourges;FOURGES;808;1.65;49.1167
27;sainte-barbe-sur-gaillon;SAINTE-BARBE-SUR-GAILLON;251;1.31667;49.1667
27;courcelles-sur-seine;COURCELLES-SUR-SEINE;1731;1.36667;49.1833
27;mezieres-en-vexin;MEZIERES-EN-VEXIN;642;1.5;49.1667
27;asnieres;ASNIERES;299;0.383333;49.2
27;franqueville-27;FRANQUEVILLE;301;0.7;49.1667
27;places;LES PLACES;75;0.414444;49.1523
27;thuit-signol;LE THUIT-SIGNOL;2209;0.95;49.2667
27;menneval;MENNEVAL;1472;0.616667;49.1
27;epieds-27;EPIEDS;372;1.4;48.9333
27;ande;ANDE;1094;1.23333;49.2333
27;tourville-sur-pont-audemer;TOURVILLE-SUR-PONT-AUDEMER;733;0.508333;49.3314
27;bouafles;BOUAFLES;671;1.38333;49.2167
27;ailly;AILLY;1095;1.24667;49.1609
27;ecos;ECOS;982;1.65;49.1667
27;daubeuf-la-campagne;DAUBEUF-LA-CAMPAGNE;223;1.03333;49.1833
27;tremblay-omonville;LE TREMBLAY-OMONVILLE;312;0.9;49.1167
28;saint-lucien;SAINT-LUCIEN;243;1.61667;48.65
28;mondonville-saint-jean;MONDONVILLE-SAINT-JEAN;91;1.83333;48.3667
28;epeautrolles;EPEAUTROLLES;187;1.33333;48.3167
28;fresnay-le-comte;FRESNAY-LE-COMTE;347;1.48333;48.3
28;bercheres-sur-vesgre;BERCHERES-SUR-VESGRE;840;1.55;48.85
28;morancez;MORANCEZ;1602;1.5;48.4
28;prasville;PRASVILLE;402;1.71667;48.2833
28;ressuintes;LES RESSUINTES;144;0.933333;48.6
28;neuvy-en-beauce;NEUVY-EN-BEAUCE;190;1.88333;48.2667
28;moinville-la-jeulin;MOINVILLE-LA-JEULIN;123;1.7;48.3833
28;moriers;MORIERS;211;1.43333;48.2167
28;ermenonville-la-grande;ERMENONVILLE-LA-GRANDE;321;1.38333;48.3333
28;barmainville;BARMAINVILLE;124;1.96667;48.2667
28;coudray-28;LE COUDRAY;4099;1.49695;48.4209
28;mevoisins;MEVOISINS;636;1.6;48.55
28;chaudon;CHAUDON;1624;1.5;48.6667
28;merouville;MEROUVILLE;218;1.9;48.3
28;saint-germain-le-gaillard-28;SAINT-GERMAIN-LE-GAILLARD;313;1.26667;48.4167
28;serazereux;SERAZEREUX;517;1.43333;48.6
28;guillonville;GUILLONVILLE;445;1.66222;48.0909
28;peronville;PERONVILLE;317;1.58333;48.05
28;voves;VOVES;2946;1.63333;48.2667
28;gue-de-longroi;LE GUE-DE-LONGROI;822;1.71667;48.5
28;souance-au-perche;SOUANCE-AU-PERCHE;547;0.866667;48.2667
28;janville-28;JANVILLE;1792;1.88333;48.2
28;bullou;BULLOU;226;1.25;48.2333
28;vaupillon;VAUPILLON;472;1;48.4667
28;billancelles;BILLANCELLES;299;1.21667;48.4833
28;amilly-28;AMILLY;1871;1.4;48.45
