File name : File_VRP2_100000.txt
Number of vertex : 39
--- Vertex --- 
0 nice
1 aix-en-provence
2 marseille
3 caen
4 dijon
5 besancon
6 brest
7 n?�mes
8 toulouse
9 bordeaux
10 montpellier
11 rennes
12 tours
13 grenoble
14 saint-etienne
15 nantes
16 orleans
17 angers
18 reims
19 nancy
20 metz
21 lille
22 clermont-ferrand
23 perpignan
24 strasbourg
25 mulhouse
26 lyon
27 villeurbanne
28 le-mans
29 paris
30 rouen
31 havre
32 amiens
33 toulon
34 limoges
35 boulogne-billancourt
36 montreuil-93
37 saint-denis-93
38 argenteuil
--- Edges --- 
1310 34 18 432,34
1311 34 19 489
1312 34 20 519,75
1313 34 21 549,2
1314 34 22 142,43
1315 34 23 375,77
1316 34 24 577,74
1317 34 25 509,35
1318 34 26 278,86
1319 34 27 282,06
1320 34 28 252,29
1321 34 29 345,08
1322 34 30 399,09
1323 34 31 414,83
1324 34 32 457,6
1325 34 33 480,41
1326 34 35 340,55
1327 34 36 347,46
1328 34 37 353,24
1329 34 38 353,21
1330 35 0 688,56
1331 35 1 638,82
1332 35 2 661,8
1333 35 3 193,8
1334 35 4 266,14
1335 35 5 332,14
1336 35 6 497,7
1337 35 7 579,47
1338 35 8 585,94
1339 35 9 494,16
1340 35 10 595,96
1341 35 11 302,1
1342 35 12 199,03
1343 35 13 485,54
1344 35 14 411,98
1345 35 15 335,24
1346 35 16 105,27
1347 35 17 257,63
1348 35 18 138,15
1349 35 19 290,32
1350 35 20 288,05
1351 35 21 208,81
1352 35 22 345,3
1353 35 23 686,37
1354 35 24 404,89
1355 35 25 395,25
1356 35 26 394,16
1357 35 27 394,98
1358 35 28 177,6
1359 35 29 7,53
1360 35 30 108,08
1361 35 31 171
1362 35 32 118,8
1363 35 33 697,04
1364 35 34 340,55
1365 35 36 13,93
1366 35 37 13,67
1367 35 38 12,99
1368 36 0 683,87
1369 36 1 636,99
1370 36 2 660,25
1371 36 3 206,19
1372 36 4 258,17
1373 36 5 322,64
1374 36 6 511,31
1375 36 7 579,29
1376 36 8 591,31
1377 36 9 503,65
1378 36 10 596,79
1379 36 11 316,03
1380 36 12 210,17
1381 36 13 481,29
1382 36 14 410,14
1383 36 15 348,69
1384 36 16 112,86
1385 36 17 270,8
1386 36 18 124,27
1387 36 19 277,05
1388 36 20 274,24
1389 36 21 201,86
1390 36 22 346,73
1391 36 23 689,22
1392 36 24 391,62
1393 36 25 383,42
1394 36 26 390,74
1395 36 27 391,45
1396 36 28 191,08
1397 36 29 6,55
1398 36 30 116,79
1399 36 31 181,59
1400 36 32 115,43
1401 36 33 694,78
1402 36 34 347,46
1403 36 35 13,93
1404 36 37 9,22
1405 36 38 16,31
1406 37 0 693,09
1407 37 1 645,94
1408 37 2 669,15
1409 37 3 199,5
1410 37 4 267,19
1411 37 5 331,27
1412 37 6 506,31
1413 37 7 587,91
1414 37 8 597,94
1415 37 9 507,68
1416 37 10 605,15
1417 37 11 312,69
1418 37 12 212,69
1419 37 13 490,49
1420 37 14 419,08
1421 37 15 347,81
1422 37 16 118,12
1423 37 17 270,56
1424 37 18 127,09
1425 37 19 282,98
1426 37 20 278,81
1427 37 21 195,97
1428 37 22 354,89
1429 37 23 696,93
1430 37 24 397,5
1431 37 25 390,88
1432 37 26 399,88
1433 37 27 400,6
1434 37 28 190,18
1435 37 29 8,22
1436 37 30 108,19
1437 37 31 173,64
1438 37 32 107,7
1439 37 33 703,79
1440 37 34 353,24
1441 37 35 13,67
1442 37 36 9,22
1443 37 38 8,14
1444 38 0 699,14
1445 38 1 650,74
1446 38 2 673,81
1447 38 3 191,39
1448 38 4 274,39
1449 38 5 338,94
1450 38 6 498,55
1451 38 7 591,91
1452 38 8 598,85
1453 38 9 505,8
1454 38 10 608,63
1455 38 11 305,62
1456 38 12 209,62
1457 38 13 496,35
1458 38 14 423,87
1459 38 15 342,12
1460 38 16 117,9
1461 38 17 265,32
1462 38 18 134,2
1463 38 19 291,02
1464 38 20 286,5
1465 38 21 196,36
1466 38 22 358,06
1467 38 23 699,33
1468 38 24 405,52
1469 38 25 398,99
1470 38 26 405,38
1471 38 27 406,15
1472 38 28 184,57
1473 38 29 12,17
1474 38 30 100,49
1475 38 31 165,61
1476 38 32 105,82
1477 38 33 708,79
1478 38 34 353,21
1479 38 35 12,99
1480 38 36 16,31
1481 38 37 8,14
